model,time,delta_time,dataset,encoding,num_slices,num_dimensions,accuracy
DWN,2025-01-26 21:34:30,0.086,Maternal Health Risk,Distributive,,,0.7075
DWN,2025-01-26 21:34:30,2.4851,Maternal Health Risk,Linear,,,0.7977
DWN,2025-01-26 21:34:30,0.0542,Maternal Health Risk,Distributive,,,0.6955
DWN,2025-01-26 21:34:31,0.3686,Maternal Health Risk,Distributive,,,0.7015
DWN,2025-01-26 21:34:31,0.1994,Maternal Health Risk,Distributive,,,0.7045
DWN,2025-01-26 21:34:31,0.1891,Maternal Health Risk,Gaussian,,,0.6597
DWN,2025-01-26 21:34:31,0.2029,Maternal Health Risk,Gaussian,,,0.6507
DWN,2025-01-26 21:34:32,0.1998,Maternal Health Risk,Gaussian,,,0.6448
DWN,2025-01-26 21:34:32,0.2005,Maternal Health Risk,Gaussian,,,0.6776
DWN,2025-01-26 21:34:32,0.206,Maternal Health Risk,Gaussian,,,0.6328
DWN,2025-01-26 21:34:32,0.1931,Maternal Health Risk,Linear,,,0.6537
DWN,2025-01-26 21:34:33,0.198,Maternal Health Risk,Linear,,,0.6328
DWN,2025-01-26 21:34:33,0.1984,Maternal Health Risk,Linear,,,0.7104
DWN,2025-01-26 21:34:33,0.2005,Maternal Health Risk,Linear,,,0.6955
DWN,2025-01-26 21:34:33,0.199,Maternal Health Risk,Linear,,,0.6806
DWN,2025-01-26 21:34:34,0.2875,Maternal Health Risk,Scatter Code,100.0,200.0,0.5433
DWN,2025-01-26 21:34:34,0.2901,Maternal Health Risk,Scatter Code,100.0,200.0,0.6448
DWN,2025-01-26 21:34:34,0.2856,Maternal Health Risk,Scatter Code,100.0,200.0,0.6418
DWN,2025-01-26 21:34:34,0.3048,Maternal Health Risk,Scatter Code,100.0,200.0,0.6567
DWN,2025-01-26 21:34:35,3.9969,Maternal Health Risk,Scatter Code,100.0,200.0,0.7751
DWN,2025-01-26 21:34:35,0.2807,Maternal Health Risk,Scatter Code,100.0,200.0,0.6836
DWN,2025-01-26 21:34:35,0.0462,Glass Identification,Distributive,,,0.507
DWN,2025-01-26 21:34:35,0.0457,Glass Identification,Distributive,,,0.6338
DWN,2025-01-26 21:34:35,0.0459,Glass Identification,Distributive,,,0.6901
DWN,2025-01-26 21:34:35,0.047,Glass Identification,Distributive,,,0.6901
DWN,2025-01-26 21:34:35,0.0463,Glass Identification,Distributive,,,0.7042
DWN,2025-01-26 21:34:36,0.0397,Glass Identification,Gaussian,,,0.5634
DWN,2025-01-26 21:34:36,0.0459,Glass Identification,Gaussian,,,0.6479
DWN,2025-01-26 21:34:36,0.046,Glass Identification,Gaussian,,,0.7042
DWN,2025-01-26 21:34:36,0.0466,Glass Identification,Gaussian,,,0.7183
DWN,2025-01-26 21:34:36,0.0457,Glass Identification,Gaussian,,,0.7606
DWN,2025-01-26 21:34:36,0.0415,Glass Identification,Linear,,,0.6056
DWN,2025-01-26 21:34:36,0.0465,Glass Identification,Linear,,,0.6338
DWN,2025-01-26 21:34:36,0.0464,Glass Identification,Linear,,,0.5915
DWN,2025-01-26 21:34:36,0.0468,Glass Identification,Linear,,,0.6197
DWN,2025-01-26 21:34:36,0.0466,Glass Identification,Linear,,,0.6761
DWN,2025-01-26 21:34:36,0.0875,Glass Identification,Scatter Code,100.0,200.0,0.4366
DWN,2025-01-26 21:34:36,0.0852,Glass Identification,Scatter Code,100.0,200.0,0.5493
DWN,2025-01-26 21:34:37,0.0777,Glass Identification,Scatter Code,100.0,200.0,0.4789
DWN,2025-01-26 21:34:37,0.0754,Glass Identification,Scatter Code,100.0,200.0,0.5634
DWN,2025-01-26 21:34:37,0.0881,Glass Identification,Scatter Code,100.0,200.0,0.6056
DWN,2025-01-26 21:34:38,3.8131,Optical Recognition of Handwritten Digits,Scatter Code,100.0,200.0,0.7875
DWN,2025-01-26 21:34:39,1.2798,Optical Recognition of Handwritten Digits,Distributive,,,0.9461
DWN,2025-01-26 21:34:40,1.2481,Optical Recognition of Handwritten Digits,Distributive,,,0.9617
DWN,2025-01-26 21:34:41,1.3365,Optical Recognition of Handwritten Digits,Distributive,,,0.966
DWN,2025-01-26 21:34:43,1.3211,Optical Recognition of Handwritten Digits,Distributive,,,0.9687
DWN,2025-01-26 21:34:43,4.502,Optical Recognition of Handwritten Digits,Scatter Code,100.0,200.0,0.7339
DWN,2025-01-26 21:34:44,1.1951,Optical Recognition of Handwritten Digits,Distributive,,,0.9752
DWN,2025-01-26 21:34:45,1.2326,Optical Recognition of Handwritten Digits,Gaussian,,,0.9391
DWN,2025-01-26 21:34:46,1.1731,Optical Recognition of Handwritten Digits,Gaussian,,,0.9569
DWN,2025-01-26 21:34:47,4.5153,Optical Recognition of Handwritten Digits,Scatter Code,100.0,200.0,0.7833
DWN,2025-01-26 21:34:48,1.1361,Optical Recognition of Handwritten Digits,Gaussian,,,0.9655
DWN,2025-01-26 21:34:49,1.2139,Optical Recognition of Handwritten Digits,Gaussian,,,0.9709
DWN,2025-01-26 21:34:50,1.165,Optical Recognition of Handwritten Digits,Gaussian,,,0.9752
DWN,2025-01-26 21:34:51,1.2864,Optical Recognition of Handwritten Digits,Linear,,,0.952
DWN,2025-01-26 21:34:52,4.4373,Optical Recognition of Handwritten Digits,Scatter Code,100.0,200.0,0.7832
DWN,2025-01-26 21:34:52,0.7652,Optical Recognition of Handwritten Digits,Linear,,,0.9633
DWN,2025-01-26 21:34:53,0.4022,Optical Recognition of Handwritten Digits,Linear,,,0.9671
DWN,2025-01-26 21:34:53,0.4125,Optical Recognition of Handwritten Digits,Linear,,,0.973
DWN,2025-01-26 21:34:53,0.4135,Optical Recognition of Handwritten Digits,Linear,,,0.972
DWN,2025-01-26 21:35:00,4.6906,Optical Recognition of Handwritten Digits,Scatter Code,100.0,200.0,0.9418
DWN,2025-01-26 21:35:04,4.6656,Optical Recognition of Handwritten Digits,Scatter Code,100.0,200.0,0.9628
DWN,2025-01-26 21:35:09,4.6958,Optical Recognition of Handwritten Digits,Scatter Code,100.0,200.0,0.9655
DWN,2025-01-26 21:35:14,4.6868,Optical Recognition of Handwritten Digits,Scatter Code,100.0,200.0,0.9704
DWN,2025-01-26 21:35:18,4.6895,Optical Recognition of Handwritten Digits,Scatter Code,100.0,200.0,0.9709
Wisard,2025-01-27 01:39:50,0.0172,Maternal Health Risk,Distributive,,,88.32
Wisard,2025-01-27 01:39:51,0.0224,Wine Quality,Distributive,,,93.46
Wisard,2025-01-27 01:39:51,0.0115,Wine Quality,Distributive,,,93.46
Wisard,2025-01-27 01:39:52,0.0063,EEG Eye State,Distributive,,,96.67
Wisard,2025-01-27 01:39:52,0.0055,EEG Eye State,Distributive,,,86.92
Wisard,2025-01-27 01:39:52,0.0067,MAGIC Gamma Telescope,Distributive,,,86.92
Wisard,2025-01-27 01:39:52,0.0072,EEG Eye State,Distributive,,,86.92
Wisard,2025-01-27 01:39:52,0.0078,EEG Eye State,Distributive,,,96.67
Wisard,2025-01-27 01:39:52,0.0238,EEG Eye State,Distributive,,,77.02
Wisard,2025-01-27 01:39:52,0.0245,EEG Eye State,Distributive,,,86.29
Wisard,2025-01-27 01:39:52,0.0083,EEG Eye State,Distributive,,,86.92
Wisard,2025-01-27 01:39:52,0.0143,EEG Eye State,Distributive,,,86.92
Wisard,2025-01-27 01:39:52,0.0068,EEG Eye State,Distributive,,,89.88
Wisard,2025-01-27 01:39:52,0.0082,EEG Eye State,Distributive,,,89.88
Wisard,2025-01-27 01:39:52,0.0039,EEG Eye State,Distributive,,,96.67
Wisard,2025-01-27 01:39:52,0.0172,EEG Eye State,Distributive,,,77.02
Wisard,2025-01-27 01:39:52,0.0084,EEG Eye State,Distributive,,,86.92
Wisard,2025-01-27 01:39:52,0.0119,MAGIC Gamma Telescope,Distributive,,,86.92
Wisard,2025-01-27 01:39:52,0.007,EEG Eye State,Distributive,,,86.92
Wisard,2025-01-27 01:39:52,0.0128,EEG Eye State,Distributive,,,89.88
Wisard,2025-01-27 01:39:52,0.0069,EEG Eye State,Distributive,,,96.67
Wisard,2025-01-27 01:39:52,0.0212,EEG Eye State,Distributive,,,77.02
Wisard,2025-01-27 01:39:52,0.028,EEG Eye State,Distributive,,,86.29
Wisard,2025-01-27 01:39:52,0.0111,MAGIC Gamma Telescope,Distributive,,,89.88
Wisard,2025-01-27 01:39:52,0.0123,EEG Eye State,Distributive,,,86.92
Wisard,2025-01-27 01:39:52,0.0052,EEG Eye State,Distributive,,,86.92
Wisard,2025-01-27 01:39:52,0.0078,EEG Eye State,Distributive,,,89.88
Wisard,2025-01-27 01:39:52,0.0109,EEG Eye State,Distributive,,,89.88
Wisard,2025-01-27 01:39:52,0.0092,EEG Eye State,Distributive,,,89.88
Wisard,2025-01-27 01:39:53,0.0072,EEG Eye State,Distributive,,,89.72
Wisard,2025-01-27 01:39:53,0.0163,EEG Eye State,Distributive,,,82.25
Wisard,2025-01-27 01:39:53,0.0183,MAGIC Gamma Telescope,Distributive,,,82.25
Wisard,2025-01-27 01:39:53,0.0027,EEG Eye State,Distributive,,,94.67
Wisard,2025-01-27 01:39:53,0.0028,EEG Eye State,Distributive,,,94.67
Wisard,2025-01-27 01:39:53,0.004,EEG Eye State,Distributive,,,94.67
Wisard,2025-01-27 01:39:53,0.0363,EEG Eye State,Distributive,,,82.25
Wisard,2025-01-27 01:39:53,0.0221,EEG Eye State,Distributive,,,95.33
Wisard,2025-01-27 01:39:53,0.0212,EEG Eye State,Distributive,,,94.67
Wisard,2025-01-27 01:39:53,0.0141,EEG Eye State,Distributive,,,91.67
Wisard,2025-01-27 01:39:53,0.0368,EEG Eye State,Distributive,,,91.07
Wisard,2025-01-27 01:39:53,0.0099,EEG Eye State,Distributive,,,91.67
Wisard,2025-01-27 01:39:53,0.034,EEG Eye State,Distributive,,,85.82
Wisard,2025-01-27 01:39:53,0.0048,EEG Eye State,Distributive,,,91.67
Wisard,2025-01-27 01:39:53,0.0105,EEG Eye State,Distributive,,,89.72
Wisard,2025-01-27 01:39:53,0.064,EEG Eye State,Distributive,,,85.82
Wisard,2025-01-27 01:39:53,0.0406,EEG Eye State,Distributive,,,82.25
Wisard,2025-01-27 01:39:53,0.0341,EEG Eye State,Distributive,,,89.72
Wisard,2025-01-27 01:39:53,0.0089,EEG Eye State,Distributive,,,94.67
Wisard,2025-01-27 01:39:53,0.0371,EEG Eye State,Distributive,,,85.82
Wisard,2025-01-27 01:39:53,0.054,EEG Eye State,Distributive,,,79.98
Wisard,2025-01-27 01:39:53,0.0048,EEG Eye State,Distributive,,,89.72
Wisard,2025-01-27 01:39:53,0.0049,EEG Eye State,Distributive,,,89.72
Wisard,2025-01-27 01:39:53,0.0118,MAGIC Gamma Telescope,Distributive,,,89.72
Wisard,2025-01-27 01:39:53,0.0124,EEG Eye State,Distributive,,,89.72
Wisard,2025-01-27 01:39:53,0.0384,EEG Eye State,Distributive,,,78.21
Wisard,2025-01-27 01:39:53,0.016,EEG Eye State,Distributive,,,91.67
Wisard,2025-01-27 01:39:53,0.0078,MAGIC Gamma Telescope,Distributive,,,94.67
Wisard,2025-01-27 01:39:53,0.066,EEG Eye State,Distributive,,,85.82
Wisard,2025-01-27 01:39:53,0.2177,EEG Eye State,Distributive,,,85.82
Wisard,2025-01-27 01:39:53,0.0235,EEG Eye State,Distributive,,,94.67
Wisard,2025-01-27 01:39:53,0.0121,EEG Eye State,Distributive,,,94.67
Wisard,2025-01-27 01:39:53,0.3663,EEG Eye State,Distributive,,,62.86
Wisard,2025-01-27 01:39:53,0.0368,EEG Eye State,Distributive,,,85.82
Wisard,2025-01-27 01:39:53,0.0553,MAGIC Gamma Telescope,Distributive,,,85.82
Wisard,2025-01-27 01:39:53,0.0792,EEG Eye State,Distributive,,,87.71
Wisard,2025-01-27 01:39:53,0.0564,EEG Eye State,Distributive,,,82.25
Wisard,2025-01-27 01:39:53,0.0211,EEG Eye State,Distributive,,,82.25
Wisard,2025-01-27 01:39:54,0.0055,MAGIC Gamma Telescope,Distributive,,,90.18
Wisard,2025-01-27 01:39:54,0.0267,EEG Eye State,Distributive,,,87.0
Wisard,2025-01-27 01:39:54,0.0077,EEG Eye State,Distributive,,,90.19
Wisard,2025-01-27 01:39:54,0.004,EEG Eye State,Distributive,,,90.19
Wisard,2025-01-27 01:39:54,0.0051,EEG Eye State,Distributive,,,90.18
Wisard,2025-01-27 01:39:54,0.2199,EEG Eye State,Distributive,,,61.51
Wisard,2025-01-27 01:39:54,0.013,EEG Eye State,Distributive,,,90.18
Wisard,2025-01-27 01:39:54,0.0832,EEG Eye State,Distributive,,,79.09
Wisard,2025-01-27 01:39:54,0.0982,EEG Eye State,Distributive,,,90.18
Wisard,2025-01-27 01:39:54,0.134,EEG Eye State,Distributive,,,62.51
Wisard,2025-01-27 01:39:54,0.0112,EEG Eye State,Distributive,,,79.09
Wisard,2025-01-27 01:39:54,0.0095,EEG Eye State,Distributive,,,79.09
Wisard,2025-01-27 01:39:54,0.0096,MAGIC Gamma Telescope,Distributive,,,79.09
Wisard,2025-01-27 01:39:54,0.0035,EEG Eye State,Distributive,,,96.0
Wisard,2025-01-27 01:39:54,0.0028,EEG Eye State,Distributive,,,96.0
Wisard,2025-01-27 01:39:54,0.1954,EEG Eye State,Distributive,,,62.07
Wisard,2025-01-27 01:39:54,0.1945,EEG Eye State,Distributive,,,62.51
Wisard,2025-01-27 01:39:54,0.0196,EEG Eye State,Distributive,,,96.0
Wisard,2025-01-27 01:39:54,0.0031,EEG Eye State,Distributive,,,96.0
Wisard,2025-01-27 01:39:54,0.1164,EEG Eye State,Distributive,,,61.92
Wisard,2025-01-27 01:39:54,0.0046,EEG Eye State,Distributive,,,96.0
Wisard,2025-01-27 01:39:54,0.0217,EEG Eye State,Distributive,,,80.97
Wisard,2025-01-27 01:39:54,0.0053,EEG Eye State,Distributive,,,90.18
Wisard,2025-01-27 01:39:54,0.105,MAGIC Gamma Telescope,Distributive,,,62.51
Wisard,2025-01-27 01:39:54,0.0094,EEG Eye State,Distributive,,,90.18
Wisard,2025-01-27 01:39:55,0.2502,EEG Eye State,Distributive,,,90.18
Wisard,2025-01-27 01:39:55,0.0112,EEG Eye State,Distributive,,,90.19
Wisard,2025-01-27 01:39:55,0.0218,EEG Eye State,Distributive,,,89.88
Wisard,2025-01-27 01:39:55,0.4531,EEG Eye State,Distributive,,,62.51
Wisard,2025-01-27 01:39:55,0.2101,EEG Eye State,Distributive,,,62.83
Wisard,2025-01-27 01:39:55,0.0061,EEG Eye State,Distributive,,,90.19
Wisard,2025-01-27 01:39:55,0.0591,EEG Eye State,Distributive,,,96.67
Wisard,2025-01-27 01:39:55,0.0072,EEG Eye State,Distributive,,,90.19
Wisard,2025-01-27 01:39:55,0.0861,EEG Eye State,Distributive,,,87.12
Wisard,2025-01-27 01:39:55,0.2474,EEG Eye State,Distributive,,,79.6
Wisard,2025-01-27 01:39:55,0.1128,EEG Eye State,Distributive,,,87.12
Wisard,2025-01-27 01:39:55,0.3415,EEG Eye State,Distributive,,,79.78
Wisard,2025-01-27 01:39:55,0.4573,EEG Eye State,Distributive,,,98.54
Wisard,2025-01-27 01:39:55,0.005,EEG Eye State,Distributive,,,90.19
Wisard,2025-01-27 01:39:55,0.006,EEG Eye State,Distributive,,,90.19
Wisard,2025-01-27 01:39:56,0.0057,MAGIC Gamma Telescope,Distributive,,,92.52
Wisard,2025-01-27 01:39:56,0.3013,EEG Eye State,Distributive,,,92.52
Wisard,2025-01-27 01:39:56,0.4336,EEG Eye State,Distributive,,,98.17
Wisard,2025-01-27 01:39:56,0.054,MAGIC Gamma Telescope,Distributive,,,96.0
Wisard,2025-01-27 01:39:57,0.934,EEG Eye State,Distributive,,,79.68
Wisard,2025-01-27 01:39:57,0.2774,EEG Eye State,Distributive,,,91.07
Wisard,2025-01-27 01:39:57,0.9712,EEG Eye State,Distributive,,,80.66
Wisard,2025-01-27 01:39:57,0.9824,EEG Eye State,Distributive,,,98.24
Wisard,2025-01-27 01:39:57,0.0278,EEG Eye State,Distributive,,,98.0
Wisard,2025-01-27 01:39:57,0.34,EEG Eye State,Distributive,,,86.88
Wisard,2025-01-27 01:39:57,0.4619,EEG Eye State,Distributive,,,98.27
Wisard,2025-01-27 01:39:57,0.0334,EEG Eye State,Distributive,,,86.88
Wisard,2025-01-27 01:39:57,0.0031,EEG Eye State,Distributive,,,98.0
Wisard,2025-01-27 01:39:59,1.2202,EEG Eye State,Distributive,,,77.58
Wisard,2025-01-27 01:39:58,1.1247,EEG Eye State,Distributive,,,75.05
Wisard,2025-01-27 01:39:58,0.2774,EEG Eye State,Distributive,,,88.06
Wisard,2025-01-27 01:39:59,0.9803,EEG Eye State,Distributive,,,64.26
Wisard,2025-01-27 01:39:59,1.2579,EEG Eye State,Distributive,,,78.26
Wisard,2025-01-27 01:39:59,0.1291,EEG Eye State,Distributive,,,87.94
Wisard,2025-01-27 01:39:59,0.2967,EEG Eye State,Distributive,,,80.48
Wisard,2025-01-27 01:39:59,0.6199,MAGIC Gamma Telescope,Distributive,,,86.76
Wisard,2025-01-27 01:39:59,0.6297,EEG Eye State,Distributive,,,75.28
Wisard,2025-01-27 01:39:59,0.3326,EEG Eye State,Distributive,,,81.07
Wisard,2025-01-27 01:39:59,0.0177,EEG Eye State,Distributive,,,81.07
Wisard,2025-01-27 01:39:59,0.4376,EEG Eye State,Distributive,,,98.33
Wisard,2025-01-27 01:39:59,0.0108,MAGIC Gamma Telescope,Distributive,,,90.77
Wisard,2025-01-27 01:40:00,0.4198,EEG Eye State,Distributive,,,86.76
Wisard,2025-01-27 01:40:00,0.7446,EEG Eye State,Distributive,,,98.33
Wisard,2025-01-27 01:40:00,0.2625,EEG Eye State,Distributive,,,89.25
Wisard,2025-01-27 01:40:01,1.5399,EEG Eye State,Distributive,,,79.95
Wisard,2025-01-27 01:40:01,0.0076,EEG Eye State,Distributive,,,89.29
Wisard,2025-01-27 01:40:01,1.3244,MAGIC Gamma Telescope,Distributive,,,98.43
Wisard,2025-01-27 01:40:01,0.8323,EEG Eye State,Distributive,,,74.57
Wisard,2025-01-27 01:40:02,0.8381,EEG Eye State,Distributive,,,74.06
Wisard,2025-01-27 01:40:02,0.6023,EEG Eye State,Distributive,,,98.35
Wisard,2025-01-27 01:40:02,0.0114,EEG Eye State,Distributive,,,91.37
Wisard,2025-01-27 01:40:02,0.006,EEG Eye State,Distributive,,,91.37
Wisard,2025-01-27 01:40:02,0.4262,EEG Eye State,Distributive,,,61.71
Wisard,2025-01-27 01:40:02,0.0986,EEG Eye State,Distributive,,,77.81
Wisard,2025-01-27 01:40:02,0.4037,EEG Eye State,Distributive,,,63.31
Wisard,2025-01-27 01:40:02,0.0115,EEG Eye State,Distributive,,,77.81
Wisard,2025-01-27 01:40:02,0.0673,EEG Eye State,Distributive,,,77.81
Wisard,2025-01-27 01:40:02,0.5278,EEG Eye State,Distributive,,,98.22
Wisard,2025-01-27 01:40:03,0.2123,EEG Eye State,Distributive,,,75.57
Wisard,2025-01-27 01:40:03,0.1736,MAGIC Gamma Telescope,Distributive,,,77.42
Wisard,2025-01-27 01:40:03,0.0045,EEG Eye State,Distributive,,,96.0
Wisard,2025-01-27 01:40:03,0.2566,EEG Eye State,Distributive,,,79.25
Wisard,2025-01-27 01:40:03,0.1303,EEG Eye State,Distributive,,,96.0
Wisard,2025-01-27 01:40:04,1.0127,EEG Eye State,Distributive,,,75.85
Wisard,2025-01-27 01:40:04,1.1567,MAGIC Gamma Telescope,Distributive,,,75.97
Wisard,2025-01-27 01:40:04,0.0758,EEG Eye State,Distributive,,,98.0
Wisard,2025-01-27 01:40:04,0.0095,EEG Eye State,Distributive,,,98.0
Wisard,2025-01-27 01:40:04,0.5669,EEG Eye State,Distributive,,,74.97
Wisard,2025-01-27 01:40:04,0.487,EEG Eye State,Distributive,,,60.94
Wisard,2025-01-27 01:40:04,0.0988,EEG Eye State,Distributive,,,98.0
Wisard,2025-01-27 01:40:05,0.0116,EEG Eye State,Distributive,,,88.69
Wisard,2025-01-27 01:40:05,0.4189,EEG Eye State,Distributive,,,62.0
Wisard,2025-01-27 01:40:05,0.1047,EEG Eye State,Distributive,,,78.9
Wisard,2025-01-27 01:40:05,0.2862,EEG Eye State,Distributive,,,62.0
Wisard,2025-01-27 01:40:05,0.465,MAGIC Gamma Telescope,Distributive,,,79.08
Wisard,2025-01-27 01:40:05,0.4622,MAGIC Gamma Telescope,Distributive,,,64.32
Wisard,2025-01-27 01:40:05,0.0687,EEG Eye State,Distributive,,,88.99
Wisard,2025-01-27 01:40:05,0.0183,EEG Eye State,Distributive,,,88.69
Wisard,2025-01-27 01:40:05,0.0227,EEG Eye State,Distributive,,,91.12
Wisard,2025-01-27 01:40:05,0.4763,EEG Eye State,Distributive,,,76.11
Wisard,2025-01-27 01:40:05,0.009,EEG Eye State,Distributive,,,88.69
Wisard,2025-01-27 01:40:05,0.4358,EEG Eye State,Distributive,,,77.3
Wisard,2025-01-27 01:40:05,0.0335,EEG Eye State,Distributive,,,86.64
Wisard,2025-01-27 01:40:05,0.0832,EEG Eye State,Distributive,,,91.12
Wisard,2025-01-27 01:40:05,0.004,EEG Eye State,Distributive,,,94.0
Wisard,2025-01-27 01:40:05,0.2009,EEG Eye State,Distributive,,,64.32
Wisard,2025-01-27 01:40:05,0.233,EEG Eye State,Distributive,,,64.32
Wisard,2025-01-27 01:40:05,0.0116,EEG Eye State,Distributive,,,91.12
Wisard,2025-01-27 01:40:05,0.0338,EEG Eye State,Distributive,,,86.64
Wisard,2025-01-27 01:40:06,0.9682,EEG Eye State,Distributive,,,90.07
Wisard,2025-01-27 01:40:06,1.006,EEG Eye State,Distributive,,,77.3
Wisard,2025-01-27 01:40:06,0.0118,EEG Eye State,Distributive,,,79.98
Wisard,2025-01-27 01:40:06,0.0081,EEG Eye State,Distributive,,,89.25
Wisard,2025-01-27 01:40:06,0.0052,EEG Eye State,Distributive,,,89.25
Wisard,2025-01-27 01:40:07,0.4288,EEG Eye State,Distributive,,,98.4
Wisard,2025-01-27 01:40:07,0.0081,MAGIC Gamma Telescope,Distributive,,,90.19
Wisard,2025-01-27 01:40:07,0.0029,MAGIC Gamma Telescope,Distributive,,,96.67
Wisard,2025-01-27 01:40:07,0.0134,EEG Eye State,Distributive,,,89.88
Wisard,2025-01-27 01:40:07,0.157,EEG Eye State,Distributive,,,77.91
Wisard,2025-01-27 01:40:08,0.9979,EEG Eye State,Distributive,,,98.24
Wisard,2025-01-27 01:40:08,0.9286,EEG Eye State,Distributive,,,98.13
Wisard,2025-01-27 01:40:08,0.9334,EEG Eye State,Distributive,,,78.62
Wisard,2025-01-27 01:40:08,0.0042,EEG Eye State,Distributive,,,96.0
Wisard,2025-01-27 01:40:08,0.1364,EEG Eye State,Distributive,,,87.59
Wisard,2025-01-27 01:40:08,0.1159,EEG Eye State,Distributive,,,87.59
Wisard,2025-01-27 01:40:08,0.0047,EEG Eye State,Distributive,,,96.0
Wisard,2025-01-27 01:40:09,0.6904,EEG Eye State,Distributive,,,98.15
Wisard,2025-01-27 01:40:09,0.1884,EEG Eye State,Distributive,,,87.47
Wisard,2025-01-27 01:40:09,0.5108,EEG Eye State,Distributive,,,78.31
Wisard,2025-01-27 01:40:09,0.5237,EEG Eye State,Distributive,,,75.07
Wisard,2025-01-27 01:40:09,0.1404,EEG Eye State,Distributive,,,63.74
Wisard,2025-01-27 01:40:10,1.4462,EEG Eye State,Distributive,,,87.47
Wisard,2025-01-27 01:40:10,1.4281,MAGIC Gamma Telescope,Distributive,,,87.47
Wisard,2025-01-27 01:40:10,1.0758,EEG Eye State,Distributive,,,78.6
Wisard,2025-01-27 01:40:10,1.5023,EEG Eye State,Distributive,,,78.99
Wisard,2025-01-27 01:40:10,1.3693,EEG Eye State,Distributive,,,74.74
Wisard,2025-01-27 01:40:10,0.0229,EEG Eye State,Distributive,,,81.07
Wisard,2025-01-27 01:40:10,1.4996,EEG Eye State,Distributive,,,80.21
Wisard,2025-01-27 01:40:11,0.0196,MAGIC Gamma Telescope,Distributive,,,90.77
Wisard,2025-01-27 01:40:11,0.0071,EEG Eye State,Distributive,,,91.59
Wisard,2025-01-27 01:40:11,0.4394,EEG Eye State,Distributive,,,98.42
Wisard,2025-01-27 01:40:11,0.005,EEG Eye State,Gaussian,,,87.38
Wisard,2025-01-27 01:40:11,0.4212,EEG Eye State,Distributive,,,88.65
Wisard,2025-01-27 01:40:11,0.0047,EEG Eye State,Distributive,,,90.77
Wisard,2025-01-27 01:40:11,0.5936,EEG Eye State,Distributive,,,98.42
Wisard,2025-01-27 01:40:11,0.2008,EEG Eye State,Distributive,,,78.61
Wisard,2025-01-27 01:40:12,0.737,MAGIC Gamma Telescope,Distributive,,,98.42
Wisard,2025-01-27 01:40:12,0.1129,EEG Eye State,Distributive,,,90.48
Wisard,2025-01-27 01:40:12,0.0933,EEG Eye State,Distributive,,,90.48
Wisard,2025-01-27 01:40:12,0.7992,EEG Eye State,Distributive,,,74.66
Wisard,2025-01-27 01:40:12,0.904,EEG Eye State,Distributive,,,74.33
Wisard,2025-01-27 01:40:13,0.4664,EEG Eye State,Distributive,,,62.91
Wisard,2025-01-27 01:40:13,0.537,EEG Eye State,Distributive,,,98.26
Wisard,2025-01-27 01:40:13,0.0195,EEG Eye State,Distributive,,,79.39
Wisard,2025-01-27 01:40:13,0.0123,EEG Eye State,Distributive,,,79.39
Wisard,2025-01-27 01:40:13,0.1079,EEG Eye State,Distributive,,,63.52
Wisard,2025-01-27 01:40:13,0.0953,EEG Eye State,Distributive,,,79.39
Wisard,2025-01-27 01:40:13,0.4625,EEG Eye State,Distributive,,,98.22
Wisard,2025-01-27 01:40:13,0.0027,EEG Eye State,Distributive,,,97.33
Wisard,2025-01-27 01:40:13,0.2094,MAGIC Gamma Telescope,Distributive,,,79.39
Wisard,2025-01-27 01:40:13,0.2277,EEG Eye State,Distributive,,,74.75
Wisard,2025-01-27 01:40:13,0.0562,EEG Eye State,Distributive,,,97.33
Wisard,2025-01-27 01:40:15,1.3515,EEG Eye State,Distributive,,,79.64
Wisard,2025-01-27 01:40:15,0.1716,EEG Eye State,Distributive,,,96.0
Wisard,2025-01-27 01:40:15,0.0791,EEG Eye State,Distributive,,,96.0
Wisard,2025-01-27 01:40:15,1.284,EEG Eye State,Distributive,,,76.14
Wisard,2025-01-27 01:40:15,0.0045,EEG Eye State,Distributive,,,91.67
Wisard,2025-01-27 01:40:15,1.4011,MAGIC Gamma Telescope,Distributive,,,75.39
Wisard,2025-01-27 01:40:15,0.2866,EEG Eye State,Distributive,,,62.29
Wisard,2025-01-27 01:40:15,0.3878,EEG Eye State,Distributive,,,74.3
Wisard,2025-01-27 01:40:15,0.1227,EEG Eye State,Distributive,,,78.99
Wisard,2025-01-27 01:40:15,0.2028,EEG Eye State,Distributive,,,62.29
Wisard,2025-01-27 01:40:15,0.0458,EEG Eye State,Distributive,,,89.88
Wisard,2025-01-27 01:40:15,0.2452,EEG Eye State,Distributive,,,62.29
Wisard,2025-01-27 01:40:16,0.0101,EEG Eye State,Distributive,,,89.72
Wisard,2025-01-27 01:40:16,0.0402,EEG Eye State,Distributive,,,91.67
Wisard,2025-01-27 01:40:16,0.2967,MAGIC Gamma Telescope,Distributive,,,80.81
Wisard,2025-01-27 01:40:16,0.0345,EEG Eye State,Distributive,,,90.48
Wisard,2025-01-27 01:40:16,0.2915,MAGIC Gamma Telescope,Distributive,,,63.08
Wisard,2025-01-27 01:40:16,0.0295,EEG Eye State,Distributive,,,89.72
Wisard,2025-01-27 01:40:16,0.3796,EEG Eye State,Distributive,,,75.27
Wisard,2025-01-27 01:40:16,0.0036,EEG Eye State,Distributive,,,96.67
Wisard,2025-01-27 01:40:16,0.1536,EEG Eye State,Distributive,,,87.0
