model,time,delta_time,dataset,encoding,num_slices,num_dimensions,accuracy
DWN,2025-01-28 01:47:40,89.8529,MNIST,Distributive,,,0.978
DWN,2025-01-28 01:49:09,89.8505,MNIST,Distributive,,,0.9801
DWN,2025-01-28 01:49:10,89.8392,MNIST,Distributive,,,0.9778
DWN,2025-01-28 01:50:39,89.8707,MNIST,Distributive,,,0.981
DWN,2025-01-28 01:50:40,89.8692,MNIST,Distributive,,,0.9788
DWN,2025-01-28 01:52:09,89.8218,MNIST,Distributive,,,0.9804
DWN,2025-01-28 01:52:10,89.8457,MNIST,Distributive,,,0.9802
DWN,2025-01-28 01:53:39,89.8384,MNIST,Distributive,,,0.9812
DWN,2025-01-28 01:53:39,89.4705,MNIST,Distributive,,,0.9808
DWN,2025-01-28 01:55:11,90.0715,MNIST,Gaussian,,,0.9598
DWN,2025-01-28 01:55:11,90.0913,MNIST,Gaussian,,,0.962
DWN,2025-01-28 01:56:41,89.8851,MNIST,Gaussian,,,0.9711
DWN,2025-01-28 01:56:41,89.9351,MNIST,Gaussian,,,0.9678
DWN,2025-01-28 01:58:11,90.0217,MNIST,Gaussian,,,0.9722
DWN,2025-01-28 01:58:11,90.0154,MNIST,Gaussian,,,0.9711
DWN,2025-01-28 01:59:41,89.924,MNIST,Gaussian,,,0.9734
DWN,2025-01-28 01:59:41,89.9175,MNIST,Gaussian,,,0.9752
DWN,2025-01-28 02:01:11,89.9144,MNIST,Gaussian,,,0.9778
DWN,2025-01-28 02:01:11,89.9078,MNIST,Gaussian,,,0.9771
DWN,2025-01-28 02:02:41,89.9936,MNIST,Gaussian,,,0.9774
DWN,2025-01-28 02:02:41,89.9875,MNIST,Gaussian,,,0.9784
DWN,2025-01-28 02:04:11,89.9197,MNIST,Gaussian,,,0.9792
DWN,2025-01-28 02:04:11,89.9692,MNIST,Gaussian,,,0.9784
DWN,2025-01-28 02:05:41,89.9843,MNIST,Gaussian,,,0.9819
DWN,2025-01-28 02:05:41,90.0347,MNIST,Gaussian,,,0.9804
DWN,2025-01-28 02:07:11,89.9279,MNIST,Gaussian,,,0.9799
DWN,2025-01-28 02:07:11,89.9215,MNIST,Gaussian,,,0.9813
DWN,2025-01-28 02:08:41,89.9886,MNIST,Gaussian,,,0.9802
DWN,2025-01-28 02:08:41,89.9841,MNIST,Gaussian,,,0.9807
DWN,2025-01-28 02:10:14,90.0769,MNIST,Linear,,,0.9596
DWN,2025-01-28 02:10:14,90.0967,MNIST,Linear,,,0.959
DWN,2025-01-28 02:11:44,89.9078,MNIST,Linear,,,0.9676
DWN,2025-01-28 02:11:44,89.9574,MNIST,Linear,,,0.9708
DWN,2025-01-28 02:13:13,89.8601,MNIST,Linear,,,0.9747
DWN,2025-01-28 02:13:13,89.8555,MNIST,Linear,,,0.9729
DWN,2025-01-28 02:14:43,89.8692,MNIST,Linear,,,0.9758
DWN,2025-01-28 02:14:43,89.9174,MNIST,Linear,,,0.9756
DWN,2025-01-28 02:16:13,89.9443,MNIST,Linear,,,0.9766
DWN,2025-01-28 02:16:13,89.9929,MNIST,Linear,,,0.9761
DWN,2025-01-28 02:17:43,90.0118,MNIST,Linear,,,0.979
DWN,2025-01-28 02:17:43,90.007,MNIST,Linear,,,0.9752
DWN,2025-01-28 02:19:13,89.8867,MNIST,Linear,,,0.9784
DWN,2025-01-28 02:19:13,89.9352,MNIST,Linear,,,0.9782
DWN,2025-01-28 02:20:43,89.9722,MNIST,Linear,,,0.9791
DWN,2025-01-28 02:20:43,90.0203,MNIST,Linear,,,0.9797
DWN,2025-01-28 02:22:13,90.0022,MNIST,Linear,,,0.9798
DWN,2025-01-28 02:22:13,89.9954,MNIST,Linear,,,0.9802
DWN,2025-01-28 02:23:43,89.9309,MNIST,Linear,,,0.9797
DWN,2025-01-28 02:23:43,89.9251,MNIST,Linear,,,0.9815
DWN,2025-01-28 02:24:12,0.0504,Ecoli,Distributive,,,0.98
DWN,2025-01-28 02:24:12,0.0594,Ecoli,Distributive,,,0.8378
DWN,2025-01-28 02:24:12,0.0458,Ecoli,Distributive,,,0.9
DWN,2025-01-28 02:24:12,0.054,Iris,Distributive,,,0.88
DWN,2025-01-28 02:24:12,0.0305,Ecoli,Distributive,,,0.94
DWN,2025-01-28 02:24:12,0.0615,Ecoli,Distributive,,,0.8559
DWN,2025-01-28 02:24:12,0.0961,Iris,Distributive,,,0.8468
DWN,2025-01-28 02:24:12,0.0469,Iris,Distributive,,,0.88
DWN,2025-01-28 02:24:12,0.0349,Ecoli,Distributive,,,0.9
DWN,2025-01-28 02:24:12,0.0577,Ecoli,Distributive,,,0.8649
DWN,2025-01-28 02:24:12,0.0286,Ecoli,Distributive,,,0.94
DWN,2025-01-28 02:24:13,0.0813,Iris,Distributive,,,0.8018
DWN,2025-01-28 02:24:13,0.0634,Iris,Distributive,,,0.9
DWN,2025-01-28 02:24:13,0.0362,Ecoli,Distributive,,,0.94
DWN,2025-01-28 02:24:13,0.055,Ecoli,Distributive,,,0.8378
DWN,2025-01-28 02:24:13,0.0367,Iris,Distributive,,,0.92
DWN,2025-01-28 02:24:13,0.0357,Ecoli,Distributive,,,0.98
DWN,2025-01-28 02:24:13,0.0699,Iris,Distributive,,,0.7928
DWN,2025-01-28 02:24:13,0.0648,Ecoli,Distributive,,,0.8468
DWN,2025-01-28 02:24:13,0.0556,Iris,Distributive,,,0.92
DWN,2025-01-28 02:24:13,0.0406,Ecoli,Distributive,,,0.98
DWN,2025-01-28 02:24:13,0.0329,Ecoli,Distributive,,,0.98
DWN,2025-01-28 02:24:13,0.0783,Iris,Distributive,,,0.8378
DWN,2025-01-28 02:24:13,0.0589,Iris,Distributive,,,0.96
DWN,2025-01-28 02:24:13,0.0722,Ecoli,Distributive,,,0.8378
DWN,2025-01-28 02:24:13,0.0402,Ecoli,Distributive,,,0.98
DWN,2025-01-28 02:24:13,0.0455,Iris,Distributive,,,0.92
DWN,2025-01-28 02:24:13,0.0832,Iris,Distributive,,,0.7748
DWN,2025-01-28 02:24:13,0.0672,Ecoli,Distributive,,,0.8018
DWN,2025-01-28 02:24:13,0.0448,Ecoli,Gaussian,,,0.9
DWN,2025-01-28 02:24:13,0.0555,Iris,Distributive,,,0.92
DWN,2025-01-28 02:24:13,0.0361,Ecoli,Gaussian,,,0.94
DWN,2025-01-28 02:24:13,0.0664,Iris,Distributive,,,0.7838
DWN,2025-01-28 02:24:13,0.0675,Ecoli,Distributive,,,0.8378
DWN,2025-01-28 02:24:13,0.0471,Iris,Distributive,,,0.94
DWN,2025-01-28 02:24:13,0.0409,Ecoli,Gaussian,,,0.98
DWN,2025-01-28 02:24:13,0.0486,Iris,Distributive,,,0.92
DWN,2025-01-28 02:24:13,0.0687,Ecoli,Distributive,,,0.7928
DWN,2025-01-28 02:24:13,0.0406,Ecoli,Gaussian,,,0.98
DWN,2025-01-28 02:24:13,0.0794,Iris,Distributive,,,0.7748
DWN,2025-01-28 02:24:13,0.0428,Ecoli,Gaussian,,,0.98
DWN,2025-01-28 02:24:13,0.0519,Ecoli,Distributive,,,0.8198
DWN,2025-01-28 02:24:13,0.0424,Iris,Gaussian,,,0.88
DWN,2025-01-28 02:24:13,0.0764,Iris,Distributive,,,0.7748
DWN,2025-01-28 02:24:13,0.0337,Ecoli,Gaussian,,,0.98
DWN,2025-01-28 02:24:13,0.0372,Ecoli,Gaussian,,,0.98
DWN,2025-01-28 02:24:13,0.0575,Ecoli,Gaussian,,,0.7928
DWN,2025-01-28 02:24:13,0.0711,Iris,Gaussian,,,0.96
DWN,2025-01-28 02:24:13,0.0341,Ecoli,Gaussian,,,0.98
DWN,2025-01-28 02:24:13,0.084,Iris,Distributive,,,0.7658
DWN,2025-01-28 02:24:13,0.0473,Iris,Gaussian,,,0.98
DWN,2025-01-28 02:24:13,0.0612,Ecoli,Gaussian,,,0.8468
DWN,2025-01-28 02:24:13,0.0356,Ecoli,Gaussian,,,0.98
DWN,2025-01-28 02:24:13,0.0443,Iris,Gaussian,,,0.98
DWN,2025-01-28 02:24:13,0.0682,Iris,Distributive,,,0.7928
DWN,2025-01-28 02:24:13,0.0401,Ecoli,Gaussian,,,0.98
DWN,2025-01-28 02:24:13,0.0585,Ecoli,Gaussian,,,0.8739
DWN,2025-01-28 02:24:13,0.0268,Iris,Gaussian,,,0.98
DWN,2025-01-28 02:24:13,0.0278,Ecoli,Linear,,,0.84
DWN,2025-01-28 02:24:13,0.0561,Ecoli,Gaussian,,,0.8378
DWN,2025-01-28 02:24:13,0.0569,Iris,Gaussian,,,0.98
DWN,2025-01-28 02:24:13,0.0323,Ecoli,Linear,,,0.96
DWN,2025-01-28 02:24:13,0.0843,Iris,Gaussian,,,0.8018
DWN,2025-01-28 02:24:13,0.0464,Iris,Gaussian,,,0.98
DWN,2025-01-28 02:24:13,0.0372,Ecoli,Linear,,,0.94
DWN,2025-01-28 02:24:13,0.0683,Ecoli,Gaussian,,,0.8288
DWN,2025-01-28 02:24:13,0.0347,Ecoli,Linear,,,0.96
DWN,2025-01-28 02:24:13,0.0685,Iris,Gaussian,,,0.8288
DWN,2025-01-28 02:24:13,0.0594,Iris,Gaussian,,,0.98
DWN,2025-01-28 02:24:13,0.0657,Ecoli,Gaussian,,,0.8559
DWN,2025-01-28 02:24:13,0.0363,Ecoli,Linear,,,0.98
DWN,2025-01-28 02:24:13,0.03,Ecoli,Linear,,,0.98
DWN,2025-01-28 02:24:13,0.0691,Iris,Gaussian,,,0.7928
DWN,2025-01-28 02:24:13,0.0577,Ecoli,Gaussian,,,0.8739
DWN,2025-01-28 02:24:13,0.0854,Iris,Gaussian,,,0.98
DWN,2025-01-28 02:24:13,0.0369,Ecoli,Linear,,,0.98
DWN,2025-01-28 02:24:13,0.0271,Ecoli,Linear,,,0.98
DWN,2025-01-28 02:24:13,0.0651,Iris,Gaussian,,,0.7838
DWN,2025-01-28 02:24:14,0.056,Ecoli,Gaussian,,,0.8559
DWN,2025-01-28 02:24:14,0.05,Iris,Gaussian,,,0.98
DWN,2025-01-28 02:24:14,0.0285,Ecoli,Linear,,,0.98
DWN,2025-01-28 02:24:14,0.0573,Ecoli,Gaussian,,,0.8649
DWN,2025-01-28 02:24:14,0.0305,Ecoli,Linear,,,0.96
DWN,2025-01-28 02:24:14,0.0724,Iris,Gaussian,,,0.8288
DWN,2025-01-28 02:24:14,0.0624,Iris,Linear,,,0.96
DWN,2025-01-28 02:24:14,0.0439,Ecoli,Gaussian,,,0.8739
DWN,2025-01-28 02:24:14,0.0542,Iris,Linear,,,0.92
DWN,2025-01-28 02:24:14,0.0476,Ecoli,Scatter Code,100.0,50.0,0.3
DWN,2025-01-28 02:24:14,0.0958,Iris,Gaussian,,,0.8198
DWN,2025-01-28 02:24:14,0.0365,Ecoli,Scatter Code,100.0,50.0,0.3
DWN,2025-01-28 02:24:14,0.0564,Iris,Linear,,,0.94
DWN,2025-01-28 02:24:14,0.0741,Ecoli,Linear,,,0.7658
DWN,2025-01-28 02:24:14,0.0409,Ecoli,Scatter Code,100.0,50.0,0.32
DWN,2025-01-28 02:24:14,0.0768,Iris,Gaussian,,,0.7928
DWN,2025-01-28 02:24:14,0.0615,Iris,Linear,,,0.96
DWN,2025-01-28 02:24:14,0.0415,Ecoli,Scatter Code,100.0,50.0,0.3
DWN,2025-01-28 02:24:14,0.0752,Ecoli,Linear,,,0.7928
DWN,2025-01-28 02:24:14,0.0519,Iris,Linear,,,0.98
DWN,2025-01-28 02:24:14,0.042,Ecoli,Scatter Code,100.0,50.0,0.3
DWN,2025-01-28 02:24:14,0.0798,Iris,Gaussian,,,0.8468
DWN,2025-01-28 02:24:14,0.0645,Ecoli,Linear,,,0.8108
DWN,2025-01-28 02:24:14,0.0362,Ecoli,Scatter Code,100.0,50.0,0.3
DWN,2025-01-28 02:24:14,0.0597,Iris,Linear,,,0.98
DWN,2025-01-28 02:24:14,0.0678,Ecoli,Linear,,,0.8108
DWN,2025-01-28 02:24:14,0.0851,Iris,Gaussian,,,0.8198
DWN,2025-01-28 02:24:14,0.0508,Ecoli,Scatter Code,100.0,50.0,0.3
DWN,2025-01-28 02:24:14,0.0532,Iris,Linear,,,0.98
DWN,2025-01-28 02:24:14,0.0424,Ecoli,Scatter Code,100.0,50.0,0.32
DWN,2025-01-28 02:24:14,0.0535,Iris,Linear,,,0.98
DWN,2025-01-28 02:24:14,0.0781,Ecoli,Linear,,,0.8378
DWN,2025-01-28 02:24:14,0.0778,Iris,Gaussian,,,0.8018
DWN,2025-01-28 02:24:14,0.0425,Ecoli,Scatter Code,100.0,50.0,0.3
DWN,2025-01-28 02:24:14,0.041,Iris,Linear,,,0.98
DWN,2025-01-28 02:24:14,0.0421,Ecoli,Scatter Code,100.0,50.0,0.38
DWN,2025-01-28 02:24:14,0.0745,Ecoli,Linear,,,0.8288
DWN,2025-01-28 02:24:14,0.0391,Iris,Linear,,,0.96
DWN,2025-01-28 02:24:14,0.0731,Iris,Linear,,,0.8198
DWN,2025-01-28 02:24:14,0.0313,Ecoli,Linear,,,0.8288
DWN,2025-01-28 02:24:14,0.0378,Iris,Scatter Code,100.0,100.0,1.0
DWN,2025-01-28 02:24:14,0.0999,Iris,Linear,,,0.8108
DWN,2025-01-28 02:24:14,0.0826,Ecoli,Linear,,,0.7928
DWN,2025-01-28 02:24:14,0.0204,Iris,Scatter Code,100.0,100.0,1.0
DWN,2025-01-28 02:24:14,0.0387,Iris,Scatter Code,100.0,100.0,1.0
DWN,2025-01-28 02:24:14,0.0576,Ecoli,Linear,,,0.8378
DWN,2025-01-28 02:24:14,0.061,Iris,Linear,,,0.8108
DWN,2025-01-28 02:24:14,0.0384,Iris,Scatter Code,100.0,100.0,1.0
DWN,2025-01-28 02:24:14,0.0589,Ecoli,Linear,,,0.8198
DWN,2025-01-28 02:24:14,0.0575,Iris,Linear,,,0.8288
DWN,2025-01-28 02:24:14,0.0376,Iris,Scatter Code,100.0,100.0,0.98
DWN,2025-01-28 02:24:14,0.0195,Iris,Linear,,,0.8198
DWN,2025-01-28 02:24:14,0.0654,Iris,Scatter Code,100.0,100.0,0.96
DWN,2025-01-28 02:24:14,0.0681,Iris,Linear,,,0.8468
DWN,2025-01-28 02:24:14,0.0589,Ecoli,Scatter Code,100.0,50.0,0.1532
DWN,2025-01-28 02:24:14,0.0353,Iris,Scatter Code,100.0,100.0,0.96
DWN,2025-01-28 02:24:15,0.0359,Iris,Scatter Code,100.0,100.0,0.98
DWN,2025-01-28 02:24:15,0.0551,Iris,Linear,,,0.8198
DWN,2025-01-28 02:24:15,0.0541,Ecoli,Scatter Code,100.0,50.0,0.4595
DWN,2025-01-28 02:24:15,0.0349,Iris,Scatter Code,100.0,100.0,0.98
DWN,2025-01-28 02:24:15,0.0543,Ecoli,Scatter Code,100.0,50.0,0.4595
DWN,2025-01-28 02:24:15,0.0618,Iris,Linear,,,0.8198
DWN,2025-01-28 02:24:15,0.0314,Iris,Scatter Code,100.0,100.0,0.98
DWN,2025-01-28 02:24:15,0.0434,Ecoli,Scatter Code,100.0,50.0,0.4595
DWN,2025-01-28 02:24:15,0.0406,Iris,Linear,,,0.8468
DWN,2025-01-28 02:24:15,0.0365,Ecoli,Scatter Code,100.0,50.0,0.4595
DWN,2025-01-28 02:24:15,0.0375,Iris,Linear,,,0.8108
DWN,2025-01-28 02:24:15,0.0262,Ecoli,Scatter Code,100.0,50.0,0.1892
DWN,2025-01-28 02:24:15,0.1149,Wine Quality,Scatter Code,100.0,50.0,0.009
DWN,2025-01-28 02:24:15,0.0868,Wine Quality,Scatter Code,100.0,100.0,0.7568
DWN,2025-01-28 02:24:15,0.0873,Wine Quality,Scatter Code,100.0,50.0,0.4595
DWN,2025-01-28 02:24:15,0.0809,Wine Quality,Scatter Code,100.0,100.0,0.7838
DWN,2025-01-28 02:24:15,0.0792,Wine Quality,Scatter Code,100.0,50.0,0.1532
DWN,2025-01-28 02:24:15,0.0765,Wine Quality,Scatter Code,100.0,100.0,0.8288
DWN,2025-01-28 02:24:15,0.0821,Wine Quality,Scatter Code,100.0,50.0,0.4595
DWN,2025-01-28 02:24:15,0.0854,Wine Quality,Scatter Code,100.0,100.0,0.8108
DWN,2025-01-28 02:24:15,0.0613,Wine Quality,Scatter Code,100.0,100.0,0.8378
DWN,2025-01-28 02:24:15,0.0593,Wine Quality,Scatter Code,100.0,100.0,0.8468
DWN,2025-01-28 02:24:15,0.0612,Wine Quality,Scatter Code,100.0,100.0,0.8468
DWN,2025-01-28 02:24:15,0.0756,Wine Quality,Scatter Code,100.0,100.0,0.8378
DWN,2025-01-28 02:24:16,0.088,Wine Quality,Scatter Code,100.0,100.0,0.8288
DWN,2025-01-28 02:24:16,0.0816,Wine Quality,Scatter Code,100.0,100.0,0.8468
DWN,2025-01-28 02:24:16,1.1503,EEG Eye State,Distributive,,,0.4592
DWN,2025-01-28 02:24:16,1.13,Wine Quality,Distributive,,,0.4545
DWN,2025-01-28 02:24:17,0.9072,EEG Eye State,Distributive,,,0.483
DWN,2025-01-28 02:24:17,0.9866,EEG Eye State,Distributive,,,0.4853
DWN,2025-01-28 02:24:18,2.0102,EEG Eye State,Distributive,,,0.7601
DWN,2025-01-28 02:24:18,1.0655,EEG Eye State,Distributive,,,0.4876
DWN,2025-01-28 02:24:18,1.2512,EEG Eye State,Distributive,,,0.4779
DWN,2025-01-28 02:24:19,1.1086,EEG Eye State,Distributive,,,0.5026
DWN,2025-01-28 02:24:20,1.1953,EEG Eye State,Distributive,,,0.4914
DWN,2025-01-28 02:24:20,3.0621,EEG Eye State,Distributive,,,0.7735
DWN,2025-01-28 02:24:20,2.3485,EEG Eye State,Distributive,,,0.8066
DWN,2025-01-28 02:24:20,1.1395,EEG Eye State,Distributive,,,0.5198
DWN,2025-01-28 02:24:21,1.2901,EEG Eye State,Distributive,,,0.5161
DWN,2025-01-28 02:24:21,1.1122,EEG Eye State,Distributive,,,0.5291
DWN,2025-01-28 02:24:22,1.2489,EEG Eye State,Distributive,,,0.4956
DWN,2025-01-28 02:24:22,2.381,EEG Eye State,Distributive,,,0.805
DWN,2025-01-28 02:24:22,1.1448,EEG Eye State,Distributive,,,0.5138
DWN,2025-01-28 02:24:23,1.1921,EEG Eye State,Distributive,,,0.5189
DWN,2025-01-28 02:24:24,3.6682,EEG Eye State,Distributive,,,0.8036
DWN,2025-01-28 02:24:24,1.1249,EEG Eye State,Distributive,,,0.5114
DWN,2025-01-28 02:24:24,1.1964,EEG Eye State,Distributive,,,0.5044
DWN,2025-01-28 02:24:25,2.3144,EEG Eye State,Distributive,,,0.8228
DWN,2025-01-28 02:24:25,1.1427,EEG Eye State,Distributive,,,0.5184
DWN,2025-01-28 02:24:26,1.2785,EEG Eye State,Distributive,,,0.5198
DWN,2025-01-28 02:24:26,1.172,EEG Eye State,Distributive,,,0.5207
DWN,2025-01-28 02:24:27,3.382,EEG Eye State,Distributive,,,0.7975
DWN,2025-01-28 02:24:27,2.5146,EEG Eye State,Distributive,,,0.8356
DWN,2025-01-28 02:24:27,1.3228,EEG Eye State,Distributive,,,0.5133
DWN,2025-01-28 02:24:27,1.2599,EEG Eye State,Gaussian,,,0.4765
DWN,2025-01-28 02:24:28,1.1691,EEG Eye State,Gaussian,,,0.4727
DWN,2025-01-28 02:24:28,1.2921,EEG Eye State,Gaussian,,,0.4695
DWN,2025-01-28 02:24:29,2.2839,EEG Eye State,Distributive,,,0.8447
DWN,2025-01-28 02:24:30,1.2179,EEG Eye State,Gaussian,,,0.4816
DWN,2025-01-28 02:24:30,1.2534,EEG Eye State,Gaussian,,,0.4657
DWN,2025-01-28 02:24:30,3.2641,EEG Eye State,Distributive,,,0.8258
DWN,2025-01-28 02:24:31,1.1786,EEG Eye State,Gaussian,,,0.489
DWN,2025-01-28 02:24:31,1.215,EEG Eye State,Gaussian,,,0.4653
DWN,2025-01-28 02:24:32,2.4533,EEG Eye State,Distributive,,,0.8366
DWN,2025-01-28 02:24:32,1.134,EEG Eye State,Gaussian,,,0.4727
DWN,2025-01-28 02:24:32,1.3369,EEG Eye State,Gaussian,,,0.4853
DWN,2025-01-28 02:24:33,1.0902,EEG Eye State,Gaussian,,,0.4928
DWN,2025-01-28 02:24:33,3.2162,EEG Eye State,Distributive,,,0.8358
DWN,2025-01-28 02:24:33,1.2155,EEG Eye State,Gaussian,,,0.504
DWN,2025-01-28 02:24:34,1.1543,EEG Eye State,Gaussian,,,0.5184
DWN,2025-01-28 02:24:34,2.4213,EEG Eye State,Distributive,,,0.855
DWN,2025-01-28 02:24:35,1.2192,EEG Eye State,Gaussian,,,0.4914
DWN,2025-01-28 02:24:35,1.1707,EEG Eye State,Gaussian,,,0.5054
DWN,2025-01-28 02:24:36,1.2437,EEG Eye State,Gaussian,,,0.4993
DWN,2025-01-28 02:24:37,3.205,EEG Eye State,Distributive,,,0.8465
DWN,2025-01-28 02:24:37,1.2129,EEG Eye State,Gaussian,,,0.4839
DWN,2025-01-28 02:24:37,2.4098,EEG Eye State,Distributive,,,0.8416
DWN,2025-01-28 02:24:37,1.2691,EEG Eye State,Gaussian,,,0.4779
DWN,2025-01-28 02:24:38,1.2231,EEG Eye State,Gaussian,,,0.5096
DWN,2025-01-28 02:24:38,1.1799,EEG Eye State,Gaussian,,,0.4881
DWN,2025-01-28 02:24:39,1.1245,EEG Eye State,Linear,,,0.4615
DWN,2025-01-28 02:24:39,2.4959,EEG Eye State,Distributive,,,0.8578
DWN,2025-01-28 02:24:40,1.3094,EEG Eye State,Gaussian,,,0.5193
DWN,2025-01-28 02:24:40,1.154,EEG Eye State,Linear,,,0.4382
DWN,2025-01-28 02:24:40,3.6364,EEG Eye State,Distributive,,,0.8402
DWN,2025-01-28 02:24:41,1.2687,EEG Eye State,Linear,,,0.448
DWN,2025-01-28 02:24:41,1.1433,EEG Eye State,Linear,,,0.4704
DWN,2025-01-28 02:24:42,2.3558,EEG Eye State,Gaussian,,,0.5583
DWN,2025-01-28 02:24:42,1.2192,EEG Eye State,Linear,,,0.449
DWN,2025-01-28 02:24:42,1.1234,EEG Eye State,Linear,,,0.4555
DWN,2025-01-28 02:24:43,1.215,EEG Eye State,Linear,,,0.4634
DWN,2025-01-28 02:24:43,3.2465,EEG Eye State,Distributive,,,0.8473
DWN,2025-01-28 02:24:44,1.1528,EEG Eye State,Linear,,,0.4657
DWN,2025-01-28 02:24:44,2.4401,EEG Eye State,Gaussian,,,0.6078
DWN,2025-01-28 02:24:45,1.2581,EEG Eye State,Linear,,,0.4704
DWN,2025-01-28 02:24:45,1.1674,EEG Eye State,Linear,,,0.4713
DWN,2025-01-28 02:24:46,1.1196,EEG Eye State,Linear,,,0.4881
DWN,2025-01-28 02:24:46,1.1863,EEG Eye State,Linear,,,0.4704
DWN,2025-01-28 02:24:46,2.3911,EEG Eye State,Gaussian,,,0.6218
DWN,2025-01-28 02:24:47,3.4526,EEG Eye State,Distributive,,,0.8445
DWN,2025-01-28 02:24:47,1.1341,EEG Eye State,Linear,,,0.4452
DWN,2025-01-28 02:24:47,1.2651,EEG Eye State,Linear,,,0.4317
DWN,2025-01-28 02:24:48,1.1152,EEG Eye State,Linear,,,0.4681
DWN,2025-01-28 02:24:48,1.2785,EEG Eye State,Linear,,,0.4657
DWN,2025-01-28 02:24:49,2.4237,EEG Eye State,Gaussian,,,0.5947
DWN,2025-01-28 02:24:49,1.1322,EEG Eye State,Linear,,,0.442
DWN,2025-01-28 02:24:50,1.2881,EEG Eye State,Linear,,,0.4471
DWN,2025-01-28 02:24:51,1.3524,EEG Eye State,Scatter Code,100.0,50.0,0.4555
DWN,2025-01-28 02:24:51,3.8104,EEG Eye State,Distributive,,,0.8614
DWN,2025-01-28 02:24:51,1.4026,EEG Eye State,Linear,,,0.4671
DWN,2025-01-28 02:24:51,2.5382,EEG Eye State,Gaussian,,,0.6224
DWN,2025-01-28 02:24:52,1.3572,EEG Eye State,Scatter Code,100.0,50.0,0.3133
DWN,2025-01-28 02:24:53,1.3635,EEG Eye State,Linear,,,0.4704
DWN,2025-01-28 02:24:54,1.4493,EEG Eye State,Scatter Code,100.0,50.0,0.3133
DWN,2025-01-28 02:24:54,2.7825,EEG Eye State,Gaussian,,,0.6388
DWN,2025-01-28 02:24:54,1.8019,EEG Eye State,Scatter Code,100.0,100.0,0.3944
DWN,2025-01-28 02:24:55,4.2724,EEG Eye State,Gaussian,,,0.5892
DWN,2025-01-28 02:24:55,1.6049,EEG Eye State,Scatter Code,100.0,50.0,0.3133
DWN,2025-01-28 02:24:56,1.8174,EEG Eye State,Scatter Code,100.0,100.0,0.386
DWN,2025-01-28 02:24:57,1.5497,EEG Eye State,Scatter Code,100.0,50.0,0.3133
DWN,2025-01-28 02:24:57,3.1984,EEG Eye State,Gaussian,,,0.6058
DWN,2025-01-28 02:24:58,1.7977,EEG Eye State,Scatter Code,100.0,100.0,0.4126
DWN,2025-01-28 02:24:58,1.5527,EEG Eye State,Scatter Code,100.0,50.0,0.4555
DWN,2025-01-28 02:25:00,4.6218,EEG Eye State,Gaussian,,,0.5983
DWN,2025-01-28 02:25:00,1.7298,EEG Eye State,Scatter Code,100.0,100.0,0.442
DWN,2025-01-28 02:25:00,1.6137,EEG Eye State,Scatter Code,100.0,50.0,0.1641
DWN,2025-01-28 02:25:01,3.2577,EEG Eye State,Gaussian,,,0.6169
DWN,2025-01-28 02:25:02,1.6238,EEG Eye State,Scatter Code,100.0,50.0,0.3133
DWN,2025-01-28 02:25:02,1.8235,EEG Eye State,Scatter Code,100.0,100.0,0.4103
DWN,2025-01-28 02:25:03,1.626,EEG Eye State,Scatter Code,100.0,50.0,0.3133
DWN,2025-01-28 02:25:03,1.7842,EEG Eye State,Scatter Code,100.0,100.0,0.4103
DWN,2025-01-28 02:25:04,3.2816,EEG Eye State,Gaussian,,,0.6452
DWN,2025-01-28 02:25:04,4.7413,EEG Eye State,Gaussian,,,0.6206
DWN,2025-01-28 02:25:05,1.6436,EEG Eye State,Scatter Code,100.0,50.0,0.3133
DWN,2025-01-28 02:25:05,1.7177,EEG Eye State,Scatter Code,100.0,100.0,0.4289
DWN,2025-01-28 02:25:07,1.6556,EEG Eye State,Scatter Code,100.0,100.0,0.3925
DWN,2025-01-28 02:25:07,3.0379,MAGIC Gamma Telescope,Gaussian,,,0.6351
DWN,2025-01-28 02:25:08,3.9386,EEG Eye State,Gaussian,,,0.5914
DWN,2025-01-28 02:25:09,1.6361,EEG Eye State,Scatter Code,100.0,100.0,0.3972
DWN,2025-01-28 02:25:09,3.9951,MAGIC Gamma Telescope,Distributive,,,0.7851
DWN,2025-01-28 02:25:10,2.805,MAGIC Gamma Telescope,Linear,,,0.4711
DWN,2025-01-28 02:25:10,1.6412,EEG Eye State,Scatter Code,100.0,100.0,0.3818
DWN,2025-01-28 02:25:12,3.259,MAGIC Gamma Telescope,Gaussian,,,0.6434
DWN,2025-01-28 02:25:12,2.2468,MAGIC Gamma Telescope,Linear,,,0.4658
DWN,2025-01-28 02:25:13,3.3008,MAGIC Gamma Telescope,Distributive,,,0.7693
DWN,2025-01-28 02:25:14,3.3932,MAGIC Gamma Telescope,Distributive,,,0.7943
DWN,2025-01-28 02:25:14,2.2863,MAGIC Gamma Telescope,Linear,,,0.5324
DWN,2025-01-28 02:25:15,3.1448,MAGIC Gamma Telescope,Gaussian,,,0.6327
DWN,2025-01-28 02:25:16,3.1714,MAGIC Gamma Telescope,Distributive,,,0.7539
DWN,2025-01-28 02:25:17,2.4645,MAGIC Gamma Telescope,Linear,,,0.5342
DWN,2025-01-28 02:25:17,3.5696,MAGIC Gamma Telescope,Distributive,,,0.7958
DWN,2025-01-28 02:25:18,3.4672,MAGIC Gamma Telescope,Gaussian,,,0.641
